lat,lon,ele,time,cum_dist,cum_up,cum_down,cum_time
24.396975049556747,121.30770177392296,1898.4440727634355,2023-05-21 20:49:59+00:00,80.7674347133981,4.954382942989469,8.560113749466836,0 days 00:01:41
24.397014513779137,121.30772908244224,1897.3157584406435,2023-05-21 20:50:05+00:00,85.96017855715468,4.954382942989469,9.68842807225883,0 days 00:01:47
24.397030066247044,121.30778173985286,1895.4800020167604,2023-05-21 20:50:11+00:00,91.57229346741802,4.954382942989469,11.52418449614197,0 days 00:01:53
24.39702767016376,121.30782846192496,1894.2519938563928,2023-05-21 20:50:17+00:00,96.3164668185684,4.954382942989469,12.752192656509578,0 days 00:01:59
24.3970463117643,121.30788032910144,1894.5649736868215,2023-05-21 20:50:23+00:00,101.96941923569102,5.267362773418199,12.752192656509578,0 days 00:02:05
24.39706643247621,121.30792975494182,1893.5041840588676,2023-05-21 20:50:29+00:00,107.45802028687025,5.267362773418199,13.812982284463487,0 days 00:02:11
24.397100780586563,121.30797510211758,1891.2033040151,2023-05-21 20:50:35+00:00,113.43758114001503,5.267362773418199,16.113862328231107,0 days 00:02:17
24.397158083115244,121.30800739632474,1891.33042696584,2023-05-21 20:50:41+00:00,120.60762261457565,5.39448572415813,16.113862328231107,0 days 00:02:23
24.39721555154561,121.3080003160904,1890.990444360301,2023-05-21 20:50:47+00:00,127.04515066499751,5.39448572415813,16.453844933770142,0 days 00:02:29
24.39726457655981,121.30799655517762,1891.6088222665712,2023-05-21 20:50:53+00:00,132.51591786268716,6.0128636304284555,16.453844933770142,0 days 00:02:35
24.397273605629763,121.30799654596107,1891.5018861442804,2023-05-21 20:50:59+00:00,133.52103436425895,6.0128636304284555,16.560781056060932,0 days 00:02:41
24.39728855293096,121.30799702285331,1890.529301471077,2023-05-21 20:51:04+00:00,135.18567016936672,6.0128636304284555,17.53336572926446,0 days 00:02:46
24.397292315598342,121.30800057401184,1891.342955824919,2023-05-21 20:51:10+00:00,135.73798740272835,6.826517984270595,17.53336572926446,0 days 00:02:52
24.39733440011648,121.30799814444694,1891.0988502157848,2023-05-21 20:51:16+00:00,140.42930636910393,6.826517984270595,17.777471338398755,0 days 00:02:58
24.397373824141525,121.3079896804948,1891.6393879652023,2023-05-21 20:51:22+00:00,144.90108666488578,7.367055733688176,17.777471338398755,0 days 00:03:04
24.397422183237943,121.30798294100114,1891.3972143549472,2023-05-21 20:51:28+00:00,150.32760639235852,7.367055733688176,18.019644948653877,0 days 00:03:10
24.397471235153404,121.30798093314571,1892.3894074736163,2023-05-21 20:51:34+00:00,155.79185836918978,8.359248852357268,18.019644948653877,0 days 00:03:16
24.39751584216528,121.3079638185045,1890.234175284393,2023-05-21 20:51:40+00:00,161.05191307108143,8.359248852357268,20.174877137877274,0 days 00:03:22
