檔案名,max累計水平距離,max累計爬升高度,max累計下降高度,max累計花費時間
HN2017-04-30 桃山單攻.csv,14962.711131342301,2008.6599999999985,1917.3299999999986,0 days 10:51:35
HN20190914桃山單攻.csv,11401.881532572954,1552.0199999999988,1576.9999999999989,0 days 12:31:58
HN20200716 - 一日單攻桃山.csv,13800.62629768161,1481.099999999999,1482.2999999999988,0 days 07:50:30
HN20201031桃山.csv,11726.200792445177,3947.243113000003,3476.5350630000003,0 days 07:02:51.248000
HN2020322桃山單攻.csv,13164.505918725876,2711.0,2716.0,0 days 12:13:13
HN2021-03-13_桃山一日單攻.csv,15341.833989719633,2311.0,2356.0,0 days 11:51:24
HN2021.04.17桃山單攻.csv,27347.946709441687,4729.149879000008,4734.854153999997,0 days 12:32:55
HN20210321 桃山.csv,13309.63895004299,1547.2032470703152,1610.403320312503,0 days 10:07:34
HN20210814桃山單攻.csv,7856.472901952522,3730.9661140148137,2183.8655217878336,0 days 04:37:05
HN20211205桃山.csv,16954.76272806759,2865.1086944379467,2873.017143208598,0 days 11:35:15
HN20211210桃山單攻.csv,12452.552636090346,3203.0,3203.0,0 days 09:53:42
HN2021桃山.csv,13102.227637065513,5118.911505508488,3934.596684345481,0 days 09:24:17
HN2022.12.24 桃山.csv,16603.20958156478,2718.0273748096092,2707.4266603151345,0 days 11:40:10
HN20220404桃山單攻.csv,14622.495074787877,2507.9275316512153,2415.4714010276366,0 days 09:10:09
HN20220414桃山單攻.csv,15585.812426341414,2885.218846851036,2890.1716007214745,0 days 09:06:05
HN20220704 桃山單攻.csv,23651.142067708075,3343.228102467024,3338.6046211589164,0 days 12:28:36
HN20220806 桃山.csv,14320.352643496071,2282.3420078586855,2274.716356044946,0 days 08:18:08
HN20221121桃山單攻.csv,16544.375559098575,3346.0082573075633,3341.665815542987,0 days 11:31:31
HN20221211 桃山單攻.csv,15799.277104867551,3717.4859786689576,3714.2314308140644,0 days 11:58:46
HN2023-04-22_附中桃山單攻.csv,14039.584084470265,2441.600000000004,2429.5999999999995,0 days 10:18:06
HN20231014 - 15 米羅佐得寒上桃山(米佐桃縱走).csv,18489.35499081949,2411.0,2119.0,1 days 06:09:50
HN20231026桃山.csv,9189.217645726803,1519.2399902343752,1527.2541503906252,0 days 10:50:08
HN2024.12.07單攻桃山初體驗.csv,13382.341276365412,2644.9190115165006,2544.170283601623,0 days 09:07:17
HN20240902 桃山單攻.csv,10353.919615486613,2420.3883098260508,997.7444289251205,0 days 05:40:07
HN20250517-桃山.csv,13065.759118889087,2408.500783831525,2414.2893634016573,0 days 08:52:27
HN20251221桃山單攻嗚嗚嗚.csv,16791.49807072637,3116.6079295249483,3121.8084895368493,0 days 11:08:03
HN228桃山單攻GO.csv,21761.17817059993,8323.702423000012,8124.178057000003,0 days 10:46:43
HN240517桃山單攻.csv,10497.169813274455,2159.5999755859375,2175.5999755859375,0 days 08:06:43
HNBENTANG桃山單攻.csv,23509.020216807803,5783.4279077955325,5782.553808741758,0 days 12:01:47
HN一日桃山 (1).csv,11436.219626735267,1755.0,1753.0,0 days 09:34:58
HN一日桃山.csv,14917.4745032388,2728.8203260224236,2743.6855768212945,0 days 09:20:32
HN一日桃山單攻.csv,12468.491161193391,1926.0,1937.0,0 days 05:58:24
HN佐得寒喀桃山武陵.csv,1036.8808897253593,437.07000000000016,6.8900000000001,0 days 01:53:05.900000
