lat,lon,ele,time
24.397012274735044,121.30727805208537,1889.351894378662,2023-03-22 22:03:00+00:00
24.396865722690997,121.30737040437548,1893.9818062458203,2023-03-22 22:03:40+00:00
24.397086006052863,121.3079973760246,1889.7608921431797,2023-03-22 22:06:15+00:00
24.397512901418697,121.30798798779283,1885.582780828487,2023-03-22 22:06:55+00:00
24.397792950754503,121.30778311443176,1887.3573852076179,2023-03-22 22:07:37+00:00
24.397800934579468,121.30778525530297,1887.173203862465,2023-03-22 22:07:38+00:00
24.399074592459357,121.30832375729726,1899.2496454875686,2023-03-22 22:10:46+00:00
24.39926430974185,121.30831491601175,1904.9473648297042,2023-03-22 22:11:04+00:00
24.39926960197324,121.3083061653786,1904.544174140536,2023-03-22 22:11:05+00:00
24.399853066686475,121.30778704777735,1912.5716970295282,2023-03-22 22:12:16+00:00
24.399960023716854,121.3075777822775,1915.9136360877678,2023-03-22 22:12:49+00:00
24.399960132919162,121.30757392561844,1916.6587057408333,2023-03-22 22:12:50+00:00
24.400674536253007,121.30728456833431,1919.7205115766264,2023-03-22 22:14:07+00:00
24.400907655956473,121.30708635820092,1924.5030772650136,2023-03-22 22:14:50+00:00
24.400904978714767,121.30708356872326,1924.3859091474815,2023-03-22 22:14:51+00:00
24.401227642885924,121.30696086954366,1928.9167606141905,2023-03-22 22:15:29+00:00
24.401801227747328,121.30691518600014,1938.167030015412,2023-03-22 22:16:33+00:00
24.401811448711733,121.30691568786375,1938.2653712829544,2023-03-22 22:16:34+00:00
24.40201232035983,121.30689471195379,1939.8652837782156,2023-03-22 22:16:54+00:00
24.402696533248715,121.3071495569871,1949.931913811775,2023-03-22 22:18:14+00:00
24.402703369473485,121.30715404706848,1950.8675901065728,2023-03-22 22:18:15+00:00
24.40404991810704,121.3073150435041,1963.7083842695677,2023-03-22 22:20:34+00:00
24.404612023267614,121.30746337686719,1970.414349254863,2023-03-22 22:21:27+00:00
24.404623515716626,121.30746414776539,1970.2956020096499,2023-03-22 22:21:28+00:00
24.40519426860599,121.30762050570178,1973.9797349798937,2023-03-22 22:22:45+00:00
24.405176971803773,121.30790035406034,1969.4479324855909,2023-03-22 22:23:36+00:00
24.405367187801943,121.30803962728719,1963.6018705368601,2023-03-22 22:24:00+00:00
24.405379237983926,121.30805723292124,1963.9237542269786,2023-03-22 22:24:01+00:00
24.405443551047146,121.3084487887573,1956.875109850316,2023-03-22 22:24:37+00:00
24.405385595050937,121.30835852074928,1959.0406866018263,2023-03-22 22:25:40+00:00
24.405474281015483,121.30849144161367,1956.736581770636,2023-03-22 22:26:51+00:00
24.405506503357863,121.30844183934035,1958.1071829850282,2023-03-22 22:27:13+00:00
24.40539847962901,121.30831107335129,1956.900292920444,2023-03-22 22:29:22+00:00
24.405422205997823,121.30844437899646,1958.3282830995188,2023-03-22 22:29:47+00:00
24.405693070182608,121.30866832053356,1957.984091507691,2023-03-22 22:30:43+00:00
24.406031726276243,121.30875105107735,1961.4271782395638,2023-03-22 22:31:15+00:00
24.40604260679809,121.30875142636538,1961.0002073527876,2023-03-22 22:31:16+00:00
24.406479912860178,121.30895572754564,1964.0749134476064,2023-03-22 22:32:06+00:00
24.406831976382282,121.30924326285098,1968.1886243768213,2023-03-22 22:32:53+00:00
24.406842890709243,121.30924947567608,1967.3856981452172,2023-03-22 22:32:54+00:00
24.406988985055673,121.30930447429854,1965.2638974189633,2023-03-22 22:33:06+00:00
24.407037414237532,121.30935728775356,1964.156134844766,2023-03-22 22:33:14+00:00
24.406853625538073,121.3092702848283,1965.2270105726418,2023-03-22 22:33:38+00:00
24.407169558220975,121.30956867269106,1960.7164476068212,2023-03-22 22:34:32+00:00
24.40725705850437,121.30950584131371,1969.7349879329497,2023-03-22 22:34:48+00:00
24.40721121526787,121.3096429193575,1971.722415525335,2023-03-22 22:35:16+00:00
24.40752324929581,121.30970830490472,1973.6206123697264,2023-03-22 22:36:25+00:00
24.40757387005599,121.30951650678942,1982.6345049906902,2023-03-22 22:37:07+00:00
24.407649247604702,121.30969849618168,1984.552105058757,2023-03-22 22:37:45+00:00
24.407653052788575,121.30970530906023,1984.2823285134434,2023-03-22 22:37:46+00:00
24.407751182545407,121.30995687755345,1983.1491982261987,2023-03-22 22:38:33+00:00
24.408001193236046,121.31017561519732,1999.7648881262708,2023-03-22 22:39:35+00:00
24.407958067453617,121.31028560236537,1999.5725016183114,2023-03-22 22:39:55+00:00
24.408064324160225,121.31037496506201,1999.0566470611484,2023-03-22 22:40:12+00:00
24.407999600399105,121.31044923375104,2003.3415925023712,2023-03-22 22:43:11+00:00
24.408019159463592,121.31038989914867,2000.7938633672622,2023-03-22 22:43:25+00:00
24.408182194410138,121.3104287956241,2009.410149805804,2023-03-22 22:43:40+00:00
24.40840512426753,121.31025702686904,2021.5559121122592,2023-03-22 22:44:15+00:00
24.408407574745794,121.31025219331372,2022.3038004686643,2023-03-22 22:44:16+00:00
24.40842676693286,121.31038053510544,2020.7676397559383,2023-03-22 22:44:34+00:00
24.408728725949842,121.31045513338229,2034.8704915245844,2023-03-22 22:45:45+00:00
24.40874782948824,121.31039195931605,2031.4026681463372,2023-03-22 22:45:53+00:00
24.408701760953072,121.31051630661564,2037.0261376301264,2023-03-22 22:46:20+00:00
24.408890302926075,121.31051111724379,2040.4117637499228,2023-03-22 22:47:23+00:00
24.408904166095255,121.31061651740409,2041.7904764825853,2023-03-22 22:47:47+00:00
24.40900175137929,121.31044360722296,2051.6199581706464,2023-03-22 22:48:30+00:00
